year,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
gdp_percap,796767.017900224,899525.539603314,1079945.13786601,1271675.90221674,1387316.98824985,1541367.89794724,1701087.87764332,1856241.40816096,1994955.18054189,2145728.42381022,2284790.20236102,2385060.76975017,2475159.88164986,2607740.47950168,2761455.51445335,2883923.54422877,3001082.17483554,3211354.4029108,3424659.33744485,3673597.72591069,3895045.33574264,3978748.6437613,3967755.8900576,4081516.72019045,4157210.37362918,4258706.07600372,4311901.75872819,4244441.4556962,4170147.12037337,4221105.61875705,4181345.50802602,4115333.67334929,4102543.1027733,4143681.56166592,4167669.22589279,4185791.60605065,4213105.36636433,4121594.84003967,3865286.96494256,3947299.13328648,3891396.58773556,3921324.30717157,3991530.46412178,4076267.32455451,4231776.53156731,4286520.69852058,4362263.06957711,4395744.53623712,4445153.50030168,4291617.739566
